** Trigger:
*** Country is 0 "Naples
*** Year is at least 1459
*** Year is less than 1495
*** Legitimacy is less than 90
*** Is not a vassal
*** Ruler is male
*** Is not the lesser partner in a union
*** Has the monarchy government type
*** Is not in regency
*** Does not have the country flag naples_submits_to_the_pope
*** Ruler's dynasty is not de Valois
*** 0 "France exists
*** 0 "France:
**** add_reform_progress_small_effect = yes
*** Adds the modifier "0 "Renaissance Culture" for 50 years:
**** -1% prestige decay
**** -10% advisor cost
** Option: 0 "An age of Glory!:
*** Adds 10 legitimacy
*** If:
**** Limited to:
***** has_completed_all_reforms_trigger_false = yes
**** add_reform_progress_small_effect = yes
*** Adds the modifier "0 "Renaissance Glory" for 50 years:
**** -10% idea cost
**** -20% war exhaustion cost
* Gets the country event:
** ID is flavor_nap.4
** title = 0 "The Great City of the Baroque
** desc = 0 "The first decades of the 17th century were described as a Golden Age in the history of Naples. The city had been transformed into a modern city, and was one of the largest cities in Europe. An incredible boom of grand estates, churches, operas and theaters were built, while the city was filled with important cultural geniuses like Caravaggio, Rosa, Telesio, Bruno, Vico, Marino and many more.
** picture = IMPORTANT_STATUE_eventPicture
** fire_only_once = yes
** Trigger:
*** Any of the following:
**** Country is 0 "Naples
**** Country is TTS
*** Year is at least 1600
*** Year is less than 1650
*** Stability is at least 3
*** Is not at war
*** Owns core province 0 "Napoli
** Mean time to happen
*** Base mean time to happen of 4 months
** Option: 0 "A City to rival anything...:
*** 0 "Napoli:
**** Changes base tax by 3
**** add_base_manpower = 2
* Gets the country event:
** ID is flavor_nap.5
** title = 0 "Masaniello's Revolt
** desc = 1 "Fed up with the harsh taxation policies of [Root.Monarch.GetTitle] [Root.Monarch.GetName] and [Root.Monarch.GetHerHis] tyrannical rule and licentious lifestyle, the populace of Naples has risen up in large numbers under a highly charismatic but illiterate fisherman called Masaniello, who was previously only known for his exploits in evading the taxman. Such is the unpopularity of the [Root.Monarch.GetTitle] that the revolt has spread to much of the countryside, threatening to overwhelm our armies with their sheer numbers.
** picture = ANGRY_MOB_eventPicture
** fire_only_once = yes
** Trigger:
*** Any of the following:
**** Country is 0 "Naples
**** Country is TTS
*** current_age_false = 0 "Age of Discovery
*** current_age_false = 0 "Age of Revolutions
*** Is not the lesser partner in a union
*** Has the monarchy government type
*** Does not have the country flag nap_republican_uprising_happened
*** Any of the following:
**** Stability is lower than 1
**** Overextension is at least 10%
**** 5 war exhaustion
**** Inflation is less than 5
**** Legitimacy is less than 90
**** Has at least 10 active loans
*** Owns core province 0 "Napoli
*** 0 "Napoli:
**** Controlled by our country
** Mean time to happen
*** Base mean time to happen of 15 years
** Immediate effects:
*** Hidden effect:
**** Random owned province:
***** Limited to:
****** Province is not 0 "Napoli
***** Sets the province flag 0 "Particularist
**** Random owned province:
***** Limited to:
****** Province is not 0 "Napoli
****** Does not have the province flag 0 "Particularist
***** Sets the province flag 0 "Particularist
**** Sets the country flag nap_masaniello_happened
** Option: 0 "Crush the peasants with force!:
*** Changes stability by -1
*** 0 "Napoli:
**** Spawns revolt of size 2 of 0 "Particularist rebels
*** Every owned province:
**** Limited to:
***** Has the province flag 0 "Particularist
**** Spawns 1 revolt size of particularist rebels
*** AI chance:
**** Base chance of 1
**** Multiplies value by 0.5:
***** Stability is lower than 1
** Option: 1 "Bribe their leaders.:
*** AI chance:
**** Base chance of 5
**** Multiplies value by 0.5:
***** legitimacy_equivalent_false = 65
**** Multiplies value by 0.4:
***** legitimacy_equivalent_false = 50
**** Multiplies value by 0.25:
***** legitimacy_equivalent_false = 40
**** Multiplies value by 0.1:
***** legitimacy_equivalent_false = 30
**** Multiplies value by 0.1:
***** is_in_large_debt = yes
**** Multiplies value by 0:
***** Is bankrupt
*** Changes treasury by -50 ducats
*** Adds -25 legitimacy
*** Changes republican tradition by -2500%
*** add_corruption = 2
*** 0 "Napoli:
**** Spawns 1 revolt size of particularist rebels
* Gets the country event:
** ID is flavor_nap.6
** title = 0 "Plague in Naples
** desc = 0 "The plague broke out in January 1656 when a Spanish soldier arrived from Sardinia, and admitted to the Annunziata Hospital. The doctor who identified the problem was imprisoned by the government for spreading the news, but the plague spread like a wildfire. Within six months half the population of the City of Naples had died.
** picture = PLAGUE_eventPicture
** fire_only_once = yes
** Trigger:
*** Any of the following:
**** Country is 0 "Naples
**** Country is TTS
*** Year is at least 1656
*** Year is less than 1660
*** Owns core province 0 "Napoli
** Mean time to happen
*** Base mean time to happen of 12 months
** Option: 0 "This is a scene from Hell:
*** 0 "Napoli:
**** Adds the modifier "0 "Recovering from the Plague" until the end of the campaign:
***** -25% manpower modifier
***** local_unrest = -3	#yes, its less likely with revolts.
***** -25% provincial tax income
***** -25% trade goods output
* namespace = new_flavour_nap
* Gets the country event:
** ID is new_flavour_nap.1
** title = new_flavour_nap.1.name
** desc = new_flavour_nap.1.desc
** picture = ANGRY_MOB_eventPicture
** fire_only_once = yes
** Trigger:
*** Any of the following:
**** Country is 0 "Naples
**** Country is TTS
*** current_age_false = 0 "Age of Discovery
*** current_age_false = 0 "Age of Revolutions
*** Has the monarchy government type
*** Is not the lesser partner in a union
*** Has the country flag nap_masaniello_happened
*** Does not have the country flag nap_republican_uprising_happened
*** num_of_rebel_armies_false = 1
**** No owned province:
***** Not controlled by our country
*** Owns core province 0 "Napoli
** Mean time to happen
*** Base mean time to happen of 6 months
** Immediate effects:
*** Hidden effect:
**** Sets the country flag nap_republican_uprising_happened
** Option: new_flavour_nap.1.A:
*** 0 "Napoli:
**** Spawns revolt of size 3 of nap_republican_rebels rebels
** Option: new_flavour_nap.1.B:
*** change_government_to_republic = yes
*** add_government_reform = signoria_reform
*** Changes republican tradition by 500%
*** Every neighbor country:
**** Limited to:
***** Is not a vassal
***** Has the monarchy government type
***** Follows the 0 "Catholic religion
**** Adds the opinion modifier "opinion_against_nap_republic" towards our country
**** If:
***** Limited to:
****** Has the monarchy government type
****** has_reform_false = 0 "Elective Monarchy
***** Gives the 0 "Government Form War casus belli against our country
* Gets the country event:
** ID is new_flavour_nap.2
** title = new_flavour_nap.2.name
** desc = new_flavour_nap.2.desc
** picture = ANGRY_MOB_eventPicture
** fire_only_once = yes
** Trigger:
*** Any of the following:
**** Country is 0 "Naples
**** Country is TTS
*** current_age_false = 0 "Age of Discovery
*** current_age_false = 0 "Age of Revolutions
*** Has the monarchy government type
*** Is the lesser partner in a union
*** Does not have the country flag nap_republican_uprising_happened
*** num_of_rebel_armies_false = 1
**** No owned province:
***** Not controlled by our country
*** overlord:
**** Any rival country:
***** Is in the 0 "Christian religion group
*** Owns core province 0 "Napoli
** Mean time to happen
*** Base mean time to happen of 15 years
** Immediate effects:
*** Hidden effect:
**** Sets the country flag nap_republican_uprising_happened
**** overlord:
***** save_event_target_as = overlord_country
***** If:
****** Limited to:
******* Culture group is 0 "Iberian
******* Any rival country:
******** Country is 0 "France
****** 0 "France:
******* save_event_target_as = rival_of_overlord
***** else_if:
****** Limited to:
******* Culture group is 0 "French
******* Any rival country:
******** Any of the following:
********* Country is 0 "Spain
********* Country is 0 "Aragon
********* Country is 0 "Castile
****** Random rival country:
******* Limited to:
******** Any of the following:
********* Country is 0 "Spain
********* Country is 0 "Aragon
********* Country is 0 "Castile
******* save_event_target_as = rival_of_overlord
***** else_if:
****** Limited to:
******* Any rival country:
******** Is in the 0 "Christian religion group
****** Random rival country:
******* Limited to:
******** Is in the 0 "Christian religion group
******* save_event_target_as = rival_of_overlord
***** Gets the country event:
****** ID is new_flavour_nap.3
** Option: new_flavour_nap.2.A:
*** 0 "Napoli:
**** Spawns revolt of size 3 of nap_republican_rebels rebels
*** event_target:rival_of_overlord:
**** Gets the country event:
***** ID is new_flavour_nap.4
***** Base mean time to happen of 30 days
* Gets the country event:
** ID is new_flavour_nap.3
** title = new_flavour_nap.2.name
** desc = new_flavour_nap.2.desc
** picture = ANGRY_MOB_eventPicture
** is_triggered_only = yes
** Option: new_flavour_nap.2.A:
*** Tooltip:
**** 0 "Napoli:
***** Spawns revolt of size 3 of nap_republican_rebels rebels
*** Tooltip:
**** event_target:rival_of_overlord:
***** Gets the country event:
****** ID is new_flavour_nap.4
****** Base mean time to happen of 30 days
* Gets the country event:
** ID is new_flavour_nap.4
** title = new_flavour_nap.4.name
** desc = new_flavour_nap.4.desc
** picture = DIPLOMACY_eventPicture
** is_triggered_only = yes
** Trigger:
*** Any of the following:
**** from:
***** num_of_rebel_armies = 1
**** 0 "Napoli:
***** Controlled by 0 "Rebels
** Option: new_flavour_nap.4.A:
*** Changes treasury by -100 ducats
*** Hidden effect:
**** Sets the country flag nap_republican_uprising_supporting_country
*** from:
**** Hidden effect:
***** Sets the country flag nap_republican_uprising_foreign_support
***** set_saved_name:
****** Named "nap_foreign_republican"
****** scope = our country
**** If:
***** Limited to:
****** Any owned province:
******* Province is not 0 "Napoli
******* Any bordering province:
******** The province is owned by 0 "The Papal State
***** Random owned province:
****** Limited to:
******* Province is not 0 "Napoli
******* Any bordering province:
******** The province is owned by 0 "The Papal State
****** Spawns revolt of size 2 of nap_republican_rebels rebels
****** Sets the province flag nap_foreigner_arrives_here
**** else:
***** 0 "Napoli:
****** Spawns revolt of size 2 of nap_republican_rebels rebels
****** Sets the province flag nap_foreigner_arrives_here
*** event_target:overlord_country:
**** Adds the opinion modifier "opinion_supported_republican_uprising_overlord" towards our country
**** Hidden effect:
***** Gets the country event:
****** ID is new_flavour_nap.7
*** Hidden effect:
**** from:
***** Gets the country event:
****** ID is new_flavour_nap.5
*** AI chance:
**** Base chance of 5
**** Multiplies value by 0:
***** Any of the following:
****** is_in_large_debt = yes
****** Is bankrupt
**** Multiplies value by 0.5:
***** Has at least 5 active loans
**** Multiplies value by 0.5:
***** Has at least 10 active loans
**** Multiplies value by 0.5:
***** Has at least 1 active loans
***** Has less than 100 ducats in the treasury
** Option: new_flavour_nap.4.B:
*** Changes prestige by -10
*** Hidden effect:
**** from:
***** Gets the country event:
****** ID is new_flavour_nap.6
****** Base mean time to happen of 5 days
*** AI chance:
**** Base chance of 1
**** Multiplies value by 0:
***** Has less than 1 active loans
***** Has at least 200 ducats in the treasury
* Gets the country event:
** ID is new_flavour_nap.5
** title = new_flavour_nap.5.name
** desc = new_flavour_nap.5.desc
** picture = DIPLOMACY_eventPicture
** is_triggered_only = yes
** Option: new_flavour_nap.5.A:
*** Random owned province:
**** Limited to:
***** Has the province flag nap_foreigner_arrives_here
**** Removes the province flag nap_foreigner_arrives_here
**** Tooltip:
***** Spawns revolt of size 2 of nap_republican_rebels rebels
** Option: new_flavour_nap.5.B:
*** Random owned province:
**** Limited to:
***** Has the province flag nap_foreigner_arrives_here
**** Removes the province flag nap_foreigner_arrives_here
**** Tooltip:
***** Spawns revolt of size 2 of nap_republican_rebels rebels
**** Changes province controller to 0 "Rebels
* Gets the country event:
** ID is new_flavour_nap.6
** title = new_flavour_nap.6.name
** desc = new_flavour_nap.6.desc
** picture = DIPLOMACY_eventPicture
** is_triggered_only = yes
** Option: new_flavour_nap.6.A:
* Gets the country event:
** ID is new_flavour_nap.7
** title = new_flavour_nap.7.name
** desc = new_flavour_nap.7.desc
** picture = DIPLOMACY_eventPicture
** is_triggered_only = yes
** Option: new_flavour_nap.7.A:
*** Tooltip:
**** Adds the opinion modifier "opinion_supported_republican_uprising_overlord" towards our country
* Gets the country event:
** ID is new_flavour_nap.8
** title = new_flavour_nap.8.name
** desc = new_flavour_nap.8.desc
** picture = ELECTION_REPUBLICAN_eventPicture
** is_triggered_only = yes
** Option: new_flavour_nap.8.A:
*** Tooltip:
**** Adds the opinion modifier "opinion_supported_republican_uprising" from our country
**** Adds the opinion modifier "opinion_sponsors_of_republican_uprising" towards our country
